geneid	start	end	synonyms
tusC	3474973	3475332	['ECK3331', 'yheM']
tusD	3475332	3475718	['ECK3332', 'yheN']
yheO	3475718	3476440	['ECK3333']
fkpA	3476607	3477419	['ECK3334', 'yzzS']
slyX	3477640	3477858	['ECK3335']
slyD	3477907	3478497	['ECK3336']
yheV	3478592	3478792	['ECK3337']
kefB	3478802	3480607	['ECK3338', 'trkB']
kefG	3480607	3481161	['ECK3339', 'yheR']
yheS	3481289	3483202	['ECK3340']
yheT	3483202	3484224	['ECK3341']
yheU	3484218	3484436	['ECK3342']
prkB	3484490	3485359	['ECK3343', 'yhfF']
yhfA	3485414	3485818	['ECK3344']
crp	3486120	3486752	['cap', 'csm', 'ECK3345', 'gurB']
yhfK	3486791	3488893	['ECK3346']
argD	3488960	3490180	['Arg1', 'dapC', 'dtu', 'ECK3347']
yrfJ	3490132	3490185	['ECK4677']
pabA	3490266	3490829	['ECK3348']
fic	3490861	3491463	['ECK3349', 'ficT']
yhfG	3491453	3491620	['ECK3350', 'ficA']
ppiA	3491725	3492297	['ECK3351', 'rot', 'rotA']
tsgA	3492568	3493749	['ECK3352', 'gutS', 'yhfC', 'yhfH']
nirB	3494011	3496554	['ECK3353']
nirD	3496551	3496877	['ECK3354']
nirC	3497003	3497809	['ECK3355']
cysG	3497828	3499201	['ECK3356']
yhfL	3499448	3499615	['ECK3357']
frlA	3499910	3501247	['ECK3358', 'yhfM']
frlB	3501268	3502290	['ECK3359', 'yhfN']
frlC	3502340	3503170	['b3372', 'b3373', 'ECK3360', 'yhfO', 'yhfP']
frlD	3503167	3503952	['ECK3361', 'yhfQ']
frlR	3504052	3504783	['ECK3362', 'yhfR']
yhfS	3504935	3506020	['ECK3363']
yhfT	3506032	3507336	['ECK3364']
yhfU	3507348	3507701	['ECK3365']
php	3507712	3508590	['ECK3366', 'yhfV']
yhfW	3508587	3509813	['ECK3367']
yhfX	3509813	3510976	['ECK3368']
yhfY	3511060	3511422	['ECK3369']
yhfZ	3511439	3512344	['ECK3370']
trpS	3512634	3513638	['ECK3371']
gph	3513631	3514389	['ECK3372', 'yhfE']
rpe	3514382	3515059	['dod', 'ECK3373', 'yhfD']
dam	3515077	3515913	['ECK3374']
damX	3516020	3517306	['ECK3375', 'yhfB']
aroB	3517398	3518486	['ECK3376']
aroK	3518543	3519064	['ECK3377']
hofQ	3519465	3520703	['ECK3378', 'hopQ']
hofP	3520615	3521019	['ECK3379', 'yrfA']
hofO	3521009	3521449	['ECK3380', 'yrfB']
hofN	3521433	3521972	['ECK3381', 'yrfC']
hofM	3521972	3522751	['ECK3382', 'yrfD']
mrcA	3522871	3525423	['ECK3383', 'ponA']
nudE	3525589	3526149	['ECK3384', 'yrfE']
igaA	3526469	3528604	['ECK3385', 'yrfF']
yrfG	3528669	3529337	['ECK3386']
hslR	3529348	3529749	['ECK3387', 'hsp15', 'yrfH']
hslO	3529774	3530652	['ECK3388', 'yrfI']
yhgE	3530715	3532439	['ECK3389']
pck	3532818	3534440	['ECK3390', 'pckA']
envZ	3534516	3535868	['ECK3391', 'ompB', 'perA', 'tpo']
ompR	3535865	3536584	['cry', 'ECK3392', 'kmt', 'ompB']
greB	3536812	3537288	['ECK3393']
yhgF	3537385	3539706	['ECK3394']
feoA	3540163	3540390	['ECK3395']
feoB	3540407	3542728	['ECK3396']
feoC	3542728	3542964	['ECK3397', 'yhgG']
rpnA	3543167	3544045	['ECK3398', 'yhgA']
bioH	3544074	3544844	['bioB', 'ECK3399']
yhgH	3544882	3545565	['ECK3400', 'gntX']
nfuA	3545624	3546199	['ECK3401', 'gntY', 'yhgI']
gntT	3546559	3547875	['ECK3402', 'gntM', 'gntTalpha', 'usgA', 'yhgC']
malQ	3547986	3550070	['ECK3403', 'malA']
malP	3550080	3552473	['blu', 'ECK3404', 'malA']
malT	3553085	3555790	['ECK3405', 'malA']
rtcA	3555833	3556849	['b3419', 'b3420', 'ECK3406', 'yhgJ', 'yhgK']
rtcB	3556853	3558079	['ECK3407', 'yhgL']
rtcR	3558268	3559866	['ECK3408', 'yhgB']
glpR	3559848	3560605	['ECK3409']
glpG	3560622	3561452	['ECK3410']
glpE	3561497	3561823	['ECK3411']
glpD	3562013	3563518	['ECK3412', 'glyD']
yzgL	3563724	3564005	['ECK3413']
glgP	3564134	3566581	['ECK3414', 'glgY']
glgA	3566600	3568033	['ECK3415']
glgC	3568033	3569328	['ECK3416']
glgX	3569346	3571319	['ECK3417']
glgB	3571316	3573502	['ECK3418']
yhgO	3573660	3573701	['ECK4645']
yhgP	3573679	3573708	['ECK4646']
asd	3573775	3574878	['dap', 'ECK3419', 'hom']
yhgN	3575071	3575664	['ECK3420']
gntU	3575721	3577061	['b3435', 'b3436', 'ECK3421']
gntK	3577065	3577592	['ECK3422']
gntR	3577731	3578726	['ECK3423']
yhhW	3578950	3579645	['ECK3424']
yhhX	3579768	3580805	['ECK3425']
ryhB	3580922	3581016	['ECK3426', 'IS176', 'psrA18', 'sraI']
yhhY	3581138	3581626	['ECK3427']
yhhZ	3581863	3583041	['ECK3428']
yrhA	3583038	3584309	['ECK3429']
insA6	3583483	3583758	['ECK0023']
insB6	3583677	3584180	['ECK0022']
yrhA	3584205	3584309	['ECK3429']
yrhD	3584404	3584559	['ECK4421']
yrhB	3584759	3585043	['ECK3430']
ggt	3585081	3586823	['ECK3431']
yhhA	3586943	3587383	['ECK3432']
ugpQ	3587370	3588113	['ECK3433']
ugpC	3588110	3589180	['ECK3434']
ugpE	3589182	3590027	['ECK3435']
ugpA	3590024	3590911	['ECK3436', 'psiB', 'psiC', 'ugp']
ugpB	3591009	3592325	['ECK3437', 'psiB', 'psiC']
livF	3592724	3593437	['ECK3438']
livG	3593439	3594206	['ECK3439', 'hrbB', 'hrbC', 'hrbD']
livM	3594203	3595480	['ECK3440']
livH	3595477	3596403	['ECK3441', 'hrbB', 'hrbC', 'hrbD']
livK	3596451	3597560	['ECK3442', 'hrbB', 'hrbC', 'hrbD']
panZ	3597984	3598367	['ECK3443', 'livL', 'panM', 'yhhK']
livJ	3598555	3599658	['ECK3444', 'hrbB', 'hrbC', 'hrbD']
rpoH	3599929	3600783	['ECK3445', 'fam', 'hin', 'htpR']
ftsX	3601028	3602086	['ECK3446', 'ftsS']
ftsE	3602079	3602747	['ECK3447']
ftsY	3602750	3604243	['ECK3448']
rsmD	3604393	3604989	['ECK3449', 'yhhF']
yhhL	3604979	3605248	['ECK3450']
yhhM	3605251	3605610	['ECK3451']
yhhN	3605751	3606377	['ECK3452']
zntA	3606451	3608649	['ECK3453', 'yhhO']
tusA	3608751	3608996	['ECK3454', 'sirA', 'yhhP']
yhhQ	3609217	3609882	['ECK3455']
dcrB	3609955	3610512	['ECK3456', 'yhhR']
yhhS	3610516	3611733	['ECK3457']
yhhT	3611865	3612914	['ECK3458']
acpT	3612969	3613556	['ECK3459', 'yhhU']
nikA	3613667	3615241	['ECK3460', 'hydC', 'hydD']
nikB	3615241	3616185	['ECK3461', 'hydC', 'hydD']
nikC	3616182	3617015	['ECK3462', 'hydC', 'hydD']
nikD	3617015	3617779	['ECK3463', 'hydC', 'hydD']
nikE	3617776	3618582	['ECK3464', 'hydC', 'hydD']
nikR	3618588	3618989	['ECK3465', 'yhhG']
rhsB	3619192	3623427	['ECK3466']
yhhH	3623399	3623782	['ECK3467']
yrhC	3623887	3624132	['ECK3468']
yhhI	3624378	3625514	['ECK3469']
yhhJ	3625679	3626803	['ECK3470']
rbbA	3626803	3629538	['ECK3471', 'yhiG', 'yhiH']
yhiI	3629535	3630602	['ECK3472']
yhiY	3630665	3630778	['ECK4647']
yhiJ	3630968	3632590	['ECK3473']
yhiL	3632852	3634458	['b3489', 'b3490', 'ECK3474', 'ECK3475', 'yhiK']
yhiM	3634841	3635893	['ECK3476']
yhiN	3636208	3637410	['ECK3477']
pitA	3637642	3639141	['ECK3478', 'pit']
uspB	3639385	3639720	['ECK3479', 'yhiO']
uspA	3640111	3640545	['ECK3480']
yriA	3640612	3640686	['ECK4648']
yriB	3640643	3640696	['ECK4649']
dtpB	3640862	3642331	['ECK3481', 'yhiP']
rsmJ	3642380	3643132	['ECK3482', 'yhiQ']
prlC	3643140	3645182	['ECK3483', 'opdA']
rlmJ	3645385	3646227	['ECK3484', 'yhiR']
gor	3646299	3647651	['ECK3485', 'gorA']
dinQ	3647705	3647788	['ECK4422']
agrA	3648063	3648144	['ECK4569']
agrB	3648294	3648375	['ECK4570']
arsR	3648528	3648881	['arsE', 'ECK3486']
arsB	3648935	3650224	['arsF', 'ECK3487']
arsC	3650237	3650662	['arsG', 'ECK3488']
yhiS	3651291	3653713	['ECK3489']
insH11	3652182	3653162	['ECK0261', 'trs5-11', 'yi52_11']
yhiS	3653236	3653713	['ECK3489']
slp	3653961	3654527	['ECK3490']
dctR	3654683	3655213	['ECK3491', 'yhiF']
yhiD	3655255	3655902	['ECK3492', 'yhhE']
hdeB	3655966	3656292	['ECK3493', 'yhhD', 'yhiC']
hdeA	3656408	3656740	['ECK3494', 'yhhC', 'yhiB']
hdeD	3656995	3657567	['ECK3495', 'yhiA']
arrS	3657985	3658054	['ECK4516']
gadE	3658366	3658893	['ECK3496', 'yhiE', 'yhiT']
gadF	3658992	3659082	['ECK4575']
mdtE	3659232	3660389	['ECK3497', 'yhiU']
mdtF	3660414	3663527	['ECK3498', 'yhiV']
gadW	3663890	3664618	['ECK3499', 'yhiW']
gadY	3664864	3664969	['ECK3500', 'IS183']
gadX	3664986	3665810	['ECK3501', 'yhiX']
gadA	3666180	3667580	['ECK3502', 'gadS']
ccp	3667791	3669188	['ECK3503', 'yhjA']
treF	3669592	3671241	['ECK3504']
yhjB	3671292	3671894	['ECK3505']
rcdB	3672414	3673313	['ECK3506', 'yhjC']
yhjD	3673362	3674375	['ECK3507']
yhjE	3674786	3676108	['ECK3508']
yhjG	3676290	3678350	['ECK3509', 'yhjF']
pdeH	3678420	3679187	['ECK3510', 'yhjH']
kdgK	3679419	3680348	['ECK3511', 'yhjI']
yhjJ	3680444	3681940	['ECK3512']
dctA	3682161	3683447	['ECK3513']
pdeK	3683630	3685618	['ECK3514', 'yhjK']
bcsC	3685700	3689173	['ECK3515', 'yhjL']
bcsZ	3689155	3690261	['bcsC', 'ECK3516', 'yhjM']
bcsB	3690268	3692607	['ECK3517', 'yhjN']
bcsA	3692618	3695236	['ECK3518', 'yhjO', 'yhjP']
bcsQ	3695233	3695985	['ECK3519', 'yhjQ']
yhjR	3695997	3696185	['bcsR', 'ECK3520']
bcsE	3696458	3698029	['ECK3521', 'yhjS']
bcsF	3698026	3698217	['ECK3522', 'yhjT']
bcsG	3698214	3699893	['ECK3523', 'yhjU']
ldrD	3699980	3700087	['ECK3524']
rdlD	3700136	3700199	['ECK3525']
yhjV	3700563	3701834	['ECK3526']
dppF	3701864	3702868	['dppE', 'ECK3527']
dppD	3702865	3703848	['ECK3528']
dppC	3703859	3704761	['ECK3529']
dppB	3704771	3705790	['ECK3530']
dppA	3706098	3707705	['alu', 'dpp', 'ECK3531', 'fpp']
proK	3708616	3708692	['ECK3532', 'proV']
eptB	3708784	3710475	['ECK3533', 'yhjW']
yhjX	3710799	3712007	['ECK3534']
yhjY	3712236	3712934	['ECK3535']
tag	3713092	3713655	['ECK3536', 'tagA']
yiaC	3713652	3714092	['ECK3537']
bisC	3714061	3716394	['ECK3538']
yiaD	3716547	3717206	['ECK3539']
ghrB	3717310	3718284	['ECK3540', 'tkrA', 'yiaE']
yiaF	3718334	3719044	['ECK3541']
yiaG	3719478	3719768	['ECK3542']
cspA	3720049	3720261	['ECK3543']
ysaE	3720400	3720471	['ECK4650']
mokA	3720448	3720632	['ECK4448']
hokA	3720448	3720600	['ECK3544', 'yiaZ']
insJ	3720680	3721201	['ECK3545', 'yi5A']
insK	3721198	3722049	['dinS', 'ECK3546', 't150', 'yi5B']
sokA	3722077	3722111	['ECK4423']
glyS	3722328	3724397	['ECK3547']
glyQ	3724407	3725318	['cfcA', 'ECK3548', 'glyS(A)']
ysaB	3725413	3725712	['ECK3549']
wecH	3725887	3726882	['ECK3550', 'yiaH']
yiaA	3726924	3727361	['ECK3551']
yiaB	3727407	3727748	['ECK3552']
xylB	3727917	3729371	['ECK3553']
xylZ	3729386	3729545	['ECK4691']
xylA	3729443	3730765	['ECK3554']
xylF	3731131	3732123	['ECK3555', 'xylT']
xylG	3732201	3733742	['ECK3556']
xylH	3733720	3734901	['ECK3557']
xylR	3734979	3736157	['ECK3558']
bax	3736353	3737177	['ECK3559']
baxL	3737177	3737203	['ECK4651']
malS	3737497	3739527	['ECK3560']
avtA	3739705	3740958	['ECK3561']
ysaA	3741109	3741582	['ECK3562', 'yiaI']
plaR	3741684	3742532	['ECK3563', 'yiaJ']
yiaK	3742733	3743731	['ECK3564']
yiaL	3743743	3744210	['ECK3565']
yiaM	3744328	3744801	['ECK3566']
yiaN	3744804	3746081	['ECK3567']
yiaO	3746094	3747080	['ECK3568']
lyxK	3747084	3748580	['ECK3569', 'lyx', 'sgbK', 'xylK', 'yiaP']
sgbH	3748577	3749239	['ECK3570', 'yiaQ']
sgbU	3749232	3750092	['ECK3571', 'yiaR']
sgbE	3750086	3750781	['ECK3572', 'yiaS']
ysaC	3750813	3750914	['ECK4459']
ysaD	3750918	3751109	['ECK4460']
yiaT	3751128	3751868	['ECK3573']
yiaU	3751992	3752966	['ECK3574']
yiaV	3752963	3754099	['ECK3575']
yiaW	3754105	3754428	['ECK3576']
aldB	3754973	3756511	['ECK3577', 'yiaX']
yiaY	3756676	3757827	['ECK3578']
selB	3758017	3759861	['ECK3579', 'fdhA']
selA	3759858	3761249	['ECK3580', 'fdhA']
yibF	3761347	3761955	['ECK3581']
rhsA	3762183	3766316	['ECK3582']
yibA	3766337	3767179	['ECK3583']
yibJ	3767221	3767922	['ECK3584', 'rhsJ']
yibG	3768177	3768638	['ECK3585']
yibS	3768639	3768890	['ECK4440']
yibW	3768892	3769256	['ECK4450']
yibV	3769345	3769680	['ECK4424']
yibU	3769948	3770146	['ECK4449']
yibH	3770243	3771379	['ECK3586']
yibI	3771382	3771744	['ECK3587']
mtlA	3772281	3774194	['ECK3588', 'mtlC']
mtlD	3774424	3775572	['ECK3589']
mtlR	3775572	3776159	['ECK3590']
yibT	3776171	3776380	['ECK3591']
yibL	3776665	3777027	['ECK3592']
lldP	3777399	3779054	['ECK3593', 'lct', 'lctP']
lldR	3779054	3779830	['ECK3594', 'lct', 'lctR']
lldD	3779827	3781017	['ECK3595', 'lct', 'lctD']
trmL	3781215	3781688	['ECK3596', 'yibK']
cysE	3781741	3782562	['ECK3597']
gpsA	3782642	3783661	['ECK3598']
secB	3783661	3784128	['ECK3599']
grxC	3784191	3784442	['ECK3600', 'yibM']
yibN	3784584	3785015	['ECK3601']
gpmM	3785260	3786804	['ECK3602', 'gpmC', 'gpmI', 'pgmI', 'yibO']
envC	3786838	3788097	['ECK3603', 'slm11', 'yibP']
yibQ	3788101	3789060	['ECK3604']
waaH	3789047	3790081	['ECK3605', 'yibD']
tdh	3790320	3791345	['ECK3606']
kbl	3791355	3792551	['ECK3607']
htrL	3792826	3793683	['ECK3608', 'yibB']
rfaD	3793987	3794919	['ECK3609', 'hldD', 'htrM', 'nbsB', 'waaD']
waaF	3794929	3795975	['ECK3610', 'rfaF']
waaC	3795979	3796938	['ECK3611', 'rfa-2', 'rfaC', 'yibC']
waaL	3796948	3798207	['ECK3612', 'rfaL']
yibX	3797772	3798014	['ECK4652']
yibY	3798039	3798149	['ECK4653']
waaU	3798239	3799312	['ECK3613', 'rfaK']
waaZ	3799345	3800196	['ECK3614', 'rfaZ']
waaY	3800267	3800965	['ECK3615', 'rfaY']
waaJ	3800983	3801999	['ECK3616', 'rfaJ', 'waaR']
waaO	3802039	3803058	['ECK3617', 'rfaI', 'waaI']
waaB	3803058	3804137	['ECK3618', 'lps', 'rfaB', 'syn']
waaS	3804181	3805116	['ECK3619', 'rfaS']
waaP	3805153	3805950	['ECK3620', 'rfaP']
waaG	3805943	3807067	['ECK3621', 'rfaG']
waaQ	3807064	3808098	['ECK3622', 'rfaQ']
rirA	3808166	3808238	['ECK4617']
waaA	3808540	3809817	['ECK3623', 'kdtA']
coaD	3809825	3810304	['ECK3624', 'kdtB', 'yicA']
mutM	3810343	3811152	['ECK3625', 'fpg']
rpmG	3811250	3811417	['ECK3626']
rpmB	3811438	3811674	['ECK3627']
yicR	3811891	3812559	['ECK3628', 'radC']
dfp	3812731	3813951	['coaBC', 'ECK3629']
dut	3813929	3814387	['dnaS', 'ECK3630', 'sof']
slmA	3814494	3815090	['ECK3631', 'ttk', 'yicB']
pyrE	3815127	3815768	['ECK3632']
rph	3815863	3816549	['ECK3633']
yicC	3816676	3817539	['ECK3634']
dinD	3817760	3818584	['ECK3635', 'pcsA', 'yicD']
yicG	3818874	3819491	['ECK3636']
ligB	3819488	3821170	['ECK3637', 'yicF']
gmk	3821428	3822051	['ECK3638', 'spoR']
rpoZ	3822106	3822381	['ECK3639', 'spoS']
spoT	3822400	3824508	['ECK3640']
trmH	3824515	3825204	['ECK3641', 'spoU']
recG	3825210	3827291	['ECK3642', 'radC', 'spoV']
gltS	3827460	3828665	['ECK3643', 'gltC']
xanP	3828945	3830336	['ECK3644', 'yicE']
yicH	3830457	3832166	['ECK3645']
yicI	3832219	3834537	['ECK3646']
yicJ	3834547	3835929	['ECK3647']
selC	3836222	3836316	['ECK3648', 'fdhC']
yicT	3836425	3836556	['ECK4456', 'erhM', 'rhuM']
setC	3836953	3838137	['ECK3649', 'yicK']
yicL	3838248	3839171	['ECK3650']
yicU	3838642	3838701	['ECK4654']
nlpA	3839175	3839993	['ECK3651']
yicS	3840215	3840508	['ECK3652']
nepI	3840549	3841739	['ECK3653', 'yicM']
yicN	3841950	3842402	['ECK3654']
adeQ	3842455	3843789	['ECK3655', 'yicO']
adeD	3843964	3845730	['ade', 'adu', 'ECK3656', 'yicP']
uhpU	3845730	3845995	['ECK4686']
uhpT	3845776	3847167	['ECK3657']
uhpC	3847305	3848624	['ECK3658']
uhpB	3848634	3850136	['ECK3659']
uhpA	3850136	3850726	['ECK3660']
ilvN	3850802	3851092	['ECK3661']
ilvB	3851096	3852784	['ECK3662']
ivbL	3852890	3852988	['ECK3663']
istR	3853118	3853257	['ECK4425', 'istR-1', 'istR-2', 'psrA19']
tisB	3853553	3853642	['ECK4427', 'ysdB']
ysdE	3853766	3853840	['ECK4655']
emrD	3853922	3855106	['ECK3664', 'yicQ']
yidF	3855114	3855611	['ECK3665']
yidG	3855608	3855970	['ECK3666']
yidH	3855960	3856307	['ECK3667']
yidI	3856415	3856864	['ECK3668']
yidJ	3856911	3858404	['ECK3669']
yidK	3858401	3860116	['ECK3670']
yidL	3860283	3861176	['ECK3671']
glvG	3861173	3861987	['b3681', 'ECK3672', 'ECK3673', 'yidM', 'ysdC']
glvB	3861987	3862472	['ECK3674', 'yidN', 'yidO']
glvC	3862497	3863603	['ECK3675', 'ptiC']
yidP	3863899	3864615	['ECK3676']
yidE	3864612	3866273	['ECK3677', 'yibE']
ibpB	3866469	3866897	['ECK3678', 'hslS', 'htpE']
ibpA	3867009	3867422	['ECK3679', 'hslT', 'htpN']
yidQ	3867728	3868060	['ecfI', 'ECK3680']
yidR	3868062	3869309	['ECK3681']
cbrA	3869377	3870441	['ECK3682', 'yidS']
dgoT	3870438	3871730	['ECK3683', 'yidT']
dgoD	3871850	3872998	['b3692', 'ECK3684', 'yidU']
dgoA	3872995	3873612	['b3692', 'ECK3685', 'yidU']
dgoK	3873596	3874474	['ECK3686', 'yidV']
dgoR	3874471	3875160	['b3694', 'b3695', 'ECK3687', 'yidW']
yidX	3875438	3876094	['ECK3688']
yidA	3876140	3876952	['ECK3689']
yidB	3877067	3877465	['ECK3690']
gyrB	3877705	3880119	['acrB', 'Cou', 'ECK3691', 'himB', 'hisU', 'hopA', 'nalC', 'parA', 'pcbA', 'pcpA']
recF	3880148	3881221	['ECK3692', 'uvrF']
dnaN	3881221	3882321	['ECK3693']
dnaA	3882326	3883729	['ECK3694']
ysdD	3884026	3884106	['ECK4614']
rpmH	3884336	3884476	['ECK3695', 'rimA', 'ssaF']
rnpA	3884493	3884852	['ECK3696']
yidD	3884816	3885073	['ECK3697']
yidC	3885076	3886722	['ECK3698']
mnmE	3886828	3888192	['ECK3699', 'thdF', 'trmE']
tnaC	3888435	3888509	['ECK3700', 'tnaL']
tnaA	3888730	3890145	['ECK3701', 'ind', 'tnaR']
tnaB	3890236	3891483	['ECK3702', 'tnaP', 'trpP']
mdtL	3891615	3892790	['ECK3703', 'yidY']
yidZ	3892765	3893724	['ECK3704']
yieE	3893881	3894630	['ECK3705']
yieF	3894652	3895218	['chrR', 'ECK3706']
adeP	3895272	3896609	['ECK3707', 'purP', 'yieG']
yieH	3896774	3897439	['ECK3708']
cbrB	3897506	3897973	['ECK3709', 'yieI']
cbrC	3898022	3898609	['ECK3710', 'yieJ']
yieK	3898671	3899393	['ECK3711']
yieL	3899408	3900577	['ECK3712']
bglH	3900604	3902220	['ECK3713', 'yieC']
bglB	3902289	3903701	['blgA', 'ECK3714']
bglF	3903720	3905597	['bglS', 'ECK3715']
bglG	3905731	3906567	['bglC', 'ECK3716']
phoU	3906853	3907578	['ECK3717', 'phoT', 'pst']
pstB	3907593	3908366	['ECK3718', 'phoT']
pstA	3908549	3909439	['ECK3719', 'phoR2', 'phoR2b', 'phoT', 'R2pho']
pstC	3909439	3910398	['ECK3720', 'phoW']
pstS	3910485	3911525	['ECK3721', 'nmpA', 'phoR2a', 'phoS', 'R2pho', 'T']
glmS	3911839	3913668	['ECK3722']
glmU	3913830	3915200	['ECK3723', 'yieA']
atpC	3915553	3915972	['ECK3724', 'papG', 'uncC']
atpD	3915993	3917375	['ECK3725', 'papB', 'uncD']
atpG	3917402	3918265	['ECK3726', 'papC', 'uncG']
atpA	3918316	3919857	['ECK3727', 'papA', 'uncA']
atpH	3919870	3920403	['ECK3728', 'papE', 'uncH']
atpF	3920418	3920888	['ECK3729', 'papF', 'uncF']
atpE	3920950	3921189	['ECK3730', 'papH', 'uncE']
atpB	3921236	3922051	['ECK3731', 'papD', 'uncB']
atpI	3922060	3922440	['ECK3732', 'uncI']
rsmG	3923057	3923680	['ECK3733', 'gidB']
mnmG	3923744	3925633	['ECK3734', 'gidA', 'trmF']
mioC	3926012	3926455	['ECK3736', 'yieB']
asnC	3926545	3927003	['ECK3737']
asnA	3927155	3928147	['ECK3738']
viaA	3928152	3929603	['ECK3739', 'yieD', 'yieD_1', 'yieD_2', 'yieM']
ravA	3929597	3931093	['ECK3740', 'yieN']
kup	3931316	3933184	['ECK3741', 'trkD']
rbsD	3933351	3933770	['ECK3742', 'rbsP']
rbsA	3933778	3935283	['ECK3743', 'rbsP', 'rbsT']
rbsC	3935288	3936253	['ECK3744', 'rbsP', 'rbsT']
rbsB	3936278	3937168	['ECK3745', 'prlB', 'rbsP']
rbsZ	3937045	3937278	['ECK4661']
rbsK	3937294	3938223	['ECK3746']
rbsR	3938227	3939219	['ECK3747']
hsrA	3939185	3940612	['ECK3748', 'yieO']
yieP	3940635	3941327	['ECK3749']
rrsC	3941808	3943349	['ECK3750']
gltU	3943435	3943510	['ECK3751', 'tgtC']
rrlC	3943704	3946607	['ECK3752']
rrfC	3946700	3946819	['ECK3753']
aspT	3946872	3946948	['ECK3754', 'tasC']
trpT	3946957	3947032	['ECK3755', 'su7', 'su8', 'su9', 'supU', 'supV']
hdfR	3947128	3947967	['b3762', 'b3763', 'ECK3756', 'yifA', 'yifD']
maoP	3948086	3948424	['ECK3757', 'yifE']
yifB	3948449	3949969	['ECK3758']
ilvL	3950322	3950420	['ECK3759']
ilvX	3950507	3950557	['ECK4484']
ilvG	3950560	3952204	['b3767', 'b3768', 'ECK3760', 'ilvO']
ilvM	3952201	3952464	['ECK3761']
ilvE	3952484	3953413	['ECK3762']
ilvD	3953478	3955328	['ECK3763']
ilvA	3955331	3956875	['ECK3764', 'ile']
ilvY	3956927	3957820	['ECK3765']
ilvC	3957970	3959445	['ECK3766']
ppiC	3959532	3959813	['ECK3767', 'parvA']
yifN	3960012	3960460	['ECK3768', 'ECK3769', 'yifO']
rep	3960677	3962698	['dasC', 'ECK3770', 'mbrA', 'mmrA']
gpp	3962745	3964229	['ECK3771', 'gppA']
rhlB	3964365	3965630	['ECK3772', 'mmrA']
trxA	3965761	3966090	['dasC', 'ECK3773', 'fipA', 'tsnC']
rhoL	3966231	3966332	['ECK3774']
rho	3966417	3967676	['ECK3775', 'nitA', 'nusD', 'psu', 'psuA', 'rnsC', 'sbaA', 'sun', 'tsu']
rfe	3967916	3969019	['ECK3776', 'wecA']
wzzE	3969031	3970077	['ECK3777', 'wzz', 'yifC']
wecB	3970133	3971263	['ECK3778', 'mnaA', 'nfrC', 'rffE', 'yifF']
wecC	3971260	3972522	['ECK3779', 'mnaB', 'rff', 'rffD']
rffG	3972522	3973589	['ECK3780', 'rff']
rffH	3973608	3974489	['ECK3781', 'yifG']
rffC	3974467	3975141	['ECK3782', 'rff', 'wecD', 'yifH']
wecE	3975146	3976276	['ECK3783', 'fcnA', 'rff', 'rffA', 'yifI']
wzxE	3976278	3977528	['ECK3784', 'wzx', 'yifJ']
wecF	3977525	3978604	['b4404', 'b4405', 'ECK3785', 'rff', 'rffT', 'yifM']
wzyE	3978601	3979953	['ECK3786', 'rffT']
rffM	3979956	3980696	['ECK3787', 'rff', 'wecG']
yifK	3980887	3982272	['ECK3788']
argX	3982375	3982451	['ECK3789']
hisR	3982509	3982585	['ECK3790', 'hisT']
leuT	3982606	3982692	['ECK3791']
proM	3982735	3982811	['ECK3792', 'proU']
aslB	3982958	3984193	['atsB', 'ECK3793', 'gppB']
aslA	3984352	3986007	['atsA', 'ECK3794', 'gppB']
glmZ	3986432	3986603	['ECK3795', 'k19', 'psrA20', 'ryiA', 'sraJ']
hemY	3986686	3987882	['ECK3796']
hemX	3987885	3989066	['ECK3797']
hemD	3989088	3989828	['ECK3798']
hemC	3989825	3990766	['ECK3799', 'popE']
cyaA	3991153	3993699	['cya', 'ECK3800']
cyaY	3993739	3994059	['ECK3801']
yzcX	3993850	3994335	['ECK3802']
yifL	3994522	3994725	['ECK3803']
dapF	3994762	3995586	['ECK3804']
yigA	3995583	3996290	['ECK3805']
xerC	3996287	3997183	['ECK3806']
yigB	3997183	3997899	['ECK3807']
uvrD	3997983	4000145	['dar-2', 'dda', 'ECK3808', 'mutU', 'pdeB', 'rad', 'recL', 'srjC', 'uvr502', 'uvrE']
yigE	4000292	4001056	['b3814', 'b3815', 'ECK3809']
ysgD	4001218	4001274	['ECK4656']
corA	4001426	4002376	['ECK3810']
yigF	4002419	4002799	['ECK3811']
yigG	4002813	4003193	['ECK3812']
rarD	4003288	4004178	['ECK3813', 'yigH']
yigI	4004230	4004697	['ECK3814']
pldA	4004862	4005731	['ECK3815']
recQ	4005864	4007693	['ECK3816']
rhtC	4007757	4008377	['ECK3817', 'yigJ']
rhtB	4008439	4009059	['ECK3818', 'yigK']
pldB	4009170	4010192	['ECK3819']
yigL	4010200	4011000	['ECK3820']
bioP	4011076	4011975	['ECK3821', 'yigM']
metR	4011863	4012816	['ECK3822']
metE	4013053	4015314	['ECK3823', 'metB12']
ysgA	4015354	4016169	['ECK3824']
udp	4016431	4017192	['ECK3825']
rmuC	4017333	4018760	['ECK3826', 'yigN']
ubiE	4018855	4019610	['ECK3827', 'yigO']
ubiJ	4019624	4020229	['ECK3828', 'yigP']
esrE	4019978	4020229	['ECK4519']
ubiB	4020226	4021866	['aarF', 'ECK3829', 'yigQ', 'yigR', 'yigS']
tatA	4021945	4022214	['ECK3830', 'mttA1', 'yigT']
