geneid	start	synonyms
insA	1978940	['ECK0023']
uspC	1979753	['ECK1894', 'yecG']
otsA	1980188	['ECK1895']
otsB	1981587	['ECK1896', 'otsP']
araH	1982554	['b1898', 'b1899', 'ECK1897']
araG	1983555	['ECK1898']
araF	1985139	['ECK1899']
ftnB	1986925	['ECK1900', 'yecI']
yecJ	1987507	['ECK1901']
azuC	1987873	['ECK4478']
yecR	1988222	['ECK1903']
ftnA	1988716	['ECK1904', 'ftn', 'gen-165', 'rsgA']
yecH	1989251	['ECK1905']
tyrP	1989681	['ECK1906']
yecA	1990954	['ECK1907']
3'ETS-leu	1991748	['ECK4616']
leuZ	1991815	['ECK1908']
cysT	1991914	['ECK1909']
glyW	1992042	['ECK1910', 'ins', 'mutC', 'suA58', 'suA78']
pgsA	1992269	['ECK1911']
uvrC	1992874	['ECK1912']
uvrY	1994703	['ECK1913', 'yecB']
yecU	1995655	['ECK4609']
yecF	1995818	['ECK1914']
sdiA	1996110	['ECK1915']
sdsN	1996921	['ECK4576']
tcyN	1997062	['ECK1916', 'yecC']
tcyL	1997811	['ECK1917', 'yecS']
dcyD	1998494	['ECK1918', 'yedO']
tcyJ	1999585	['ECK1919', 'fliY', 'ssi7', 'yzzR']
fliZ	2000473	['ECK1920', 'yedH']
fliA	2001070	['ECK1921', 'flaD', 'rpoF']
fliX	2001912	['ECK4684']
fliC	2002110	['ECK1922', 'flaF', 'H', 'hag']
fliD	2003872	['ECK1923', 'flbC', 'rfs']
fliS	2005303	['ECK1924']
fliT	2005713	['ECK1925']
amyA	2006156	['ECK1926', 'yedC']
yedD	2007677	['ECK1927']
yedE	2008277	['ECK1928']
yedF	2009479	['ECK1929']
yedK	2009821	['ECK1930', 'yedG']
yedL	2010600	['ECK1931']
yedN	2011223	['b1933', 'b1934', 'b1935', 'ECK1932', 'ECK1933', 'yedM']
intG	2012502	['ECK1934']
fliE	2012700	['ECK1935', 'fla', 'flaAI', 'flaN']
fliF	2013229	['ECK1936', 'flaAII.1', 'flaBI']
fliG	2014880	['ECK1937', 'flaAII.2', 'flaBII']
fliH	2015868	['ECK1938', 'flaAII.3', 'flaBIII']
fliI	2016554	['ECK1939', 'fla', 'flaAIII', 'flaC']
fliJ	2017946	['ECK1940', 'flaO']
fliK	2018386	['ECK1941', 'flaE']
fliL	2019618	['cheC1', 'ECK1942', 'flaAI', 'flaQI']
fliM	2020087	['cheC2', 'ECK1943', 'fla', 'flaA', 'flaAII', 'flaQ', 'flaQII']
fliN	2021088	['ECK1944', 'motD']
fliO	2021504	['ECK1945', 'flbD']
fliP	2021869	['ECK1946', 'flaR']
fliQ	2022616	['ECK1947', 'flaQ']
fliR	2022893	['ECK1948', 'flaP']
rcsA	2023968	['cpsR', 'ECK1949']
dsrB	2024635	['ECK1950']
yodD	2024986	['ECK1951']
dsrA	2025223	['ECK1952']
yedP	2025511	['ECK1953']
dgcQ	2026323	['ECK1954', 'yedQ']
yodC	2028188	['ECK1955']
yedI	2028449	['ECK1956']
yedA	2029539	['ECK1957']
vsr	2030448	['ECK1958']
dcm	2030899	['ECK1959', 'mec']
yedJ	2032384	['ECK1960']
drpB	2033119	['ECK1961', 'yedR']
rseX	2033649	['ECK4412', 'IS096']
yedS	2034051	['b1964', 'b1965', 'b1966', 'ECK1962', 'yedT']
hchA	2035835	['ECK1963', 'yedU', 'yzzC']
hprS	2036794	['ECK1964', 'yedV']
hprR	2038152	['ECK1965', 'yedW']
hiuH	2038956	['ECK1966', 'yedX']
msrP	2039478	['ECK1967', 'yedY']
msrQ	2040483	['ECK1968', 'yedZ']
zinT	2041375	['ECK1969', 'yodA']
yodB	2042368	['ECK1970']
serU	2043468	['ECK1971', 'ftsM', 'Su-1', 'su1', 'supD', 'supH']
mtfA	2043651	['ECK1972', 'yeeI']
asnT	2044549	['ECK1973']
yeeJ	2044938	['ECK1974']
yeeL	2052276	['b1979', 'b1980', 'ECK1975', 'yeeK']
shiA	2053643	['ECK1976', 'yeeM']
amn	2055061	['ECK1977']
yeeN	2056858	['ECK1978']
asnW	2058027	['ECK1979']
yeeO	2058203	['ECK1980']
asnU	2059851	['ECK1981']
cbl	2059964	['ECK1982']
nac	2061016	['ECK1983']
asnV	2062260	['ECK1984']
ldtA	2062391	['ECK1985', 'erfK', 'yeeG', 'yzzT']
cobT	2063388	['ECK1986']
cobS	2064479	['ECK1987']
cobU	2065219	['ECK1988']
yeeH	2066068	['ECK4437']
insH	2066305	['ECK0261', 'trs5-6', 'yi52_6']
yoeG	2067360	['ECK4451']
yoeH	2068261	['ECK4452']
yoeA	2068635	['b1995', 'b1998', 'ECK1989', 'ECK1990', 'yoeE']
insD	2068952	['ECK0358', 'yi22-3']
insC	2069815	['ECK0357', 'yi21-3']
yoeA	2070277	['b1995', 'b1998', 'ECK1989', 'ECK1990', 'yoeE']
yeeP	2070786	['ECK1991']
isrC	2071317	['ECK1992', 'IS102']
flu	2071539	['agn', 'agn43', 'ECK1993', 'yeeQ', 'yzzX']
yeeR	2074779	['ECK1994']
yeeS	2076308	['ECK1995']
yeeT	2076817	['ECK1996']
cbeA	2077112	['ECK1997', 'yeeU']
cbtA	2077569	['ECK1998', 'yeeV']
yeeW	2077940	['ECK1999']
yoeD	2078549	['ECK4443']
yoeF	2078575	['ECK2000']
tmaR	2079032	['ECK2001', 'yeeX']
yoeJ	2079427	['ECK4675']
yeeA	2079533	['ECK2002']
sbmC	2080789	['dgi', 'ECK2003', 'gyrI', 'yeeB']
dacD	2081381	['ECK2004', 'phsE', 'yeeC']
sbcB	2082756	['cpeA', 'ECK2005', 'exoI', 'rmuA', 'xonA']
tsuB	2084226	['ECK2006', 'yeeD']
tsuA	2084467	['ECK2007', 'yeeE']
plaP	2085704	['ECK2008', 'yeeF']
yoeI	2087052	['ECK4493']
yeeY	2087329	['ECK2009']
yeeZ	2088304	['ECK2010']
yoeB	2089211	['ECK2011']
yefM	2089462	['ECK2012']
hisL	2089996	['ECK2013']
hisG	2090192	['ECK2014']
hisD	2091097	['ECK2015']
hisC	2092398	['ECK2016']
hisB	2093468	['ECK2017']
hisH	2094535	['ECK2018']
hisA	2095125	['ECK2019']
hisF	2095844	['ECK2020']
hisI	2096614	['ECK2021', 'hisE', 'hisIE']
wzzB	2097321	['cld', 'ECK2022', 'rol', 'wzz']
ugd	2098447	['ECK2023', 'pmrE', 'udg', 'UDG8', 'yefA']
gnd	2099862	['ECK2024']
wbbL	2101396	['b2031', 'b4540', 'ECK2025', 'yefJ']
insH	2101895	['ECK0261', 'trs5-7', 'yi52_7']
wbbL	2102944	['b2031', 'b4540', 'ECK2025', 'yefJ']
wbbK	2103391	['ECK2026', 'yefI']
wbbJ	2104494	['ECK2027', 'yefH']
wbbI	2105065	['ECK2028', 'yefG']
wbbH	2106060	['ECK2029', 'rfc', 'yefF']
glf	2107226	['ECK2030', 'yefE']
rfbX	2108337	['ECK2031', 'wzx', 'wzxB']
rfbC	2109581	['ECK2032', 'rfbD', 'rmlC']
rfbA	2110138	['ECK2033', 'rmlA', 'som']
rfbD	2111077	['ECK2034', 'rmlD']
rfbB	2111976	['ECK2035', 'rmlB', 'som']
galF	2113434	['ECK2036', 'wcaN', 'yefG']
wcaM	2114502	['ECK2037', 'yefK']
wcaL	2115907	['ECK2038', 'yefL']
wcaK	2117124	['ECK2039']
wzxC	2118680	['ECK2040', 'wzx']
wcaJ	2120160	['ECK2041']
cpsG	2121609	['ECK2042', 'manB', 'rfbK']
cpsB	2123084	['ECK2043', 'manC', 'mni', 'rfbM']
wcaI	2124523	['ECK2044', 'yefD']
gmm	2125743	['ECK2045', 'nudD', 'wcaH', 'yefC']
fcl	2126225	['ECK2046', 'wcaG', 'yefB']
gmd	2127193	['ECK2047', 'yefA', 'yefN']
wcaF	2128340	['ECK2048']
wcaE	2128904	['ECK2049']
wcaD	2129661	['ECK2050']
wcaC	2130853	['ECK2051']
wcaB	2132067	['ECK2052']
wcaA	2132558	['ECK2053']
wzc	2133490	['ECK2054']
wzb	2135655	['ECK2055']
wza	2136104	['ECK2056']
yegH	2137902	['ECK2057']
asmA	2139759	['ECK2058', 'yegA']
dcd	2141634	['dus', 'ECK2059', 'paxA']
udk	2142307	['ECK2060']
dgcE	2143266	['ECK2061', 'yegE']
alkA	2146692	['aidA', 'ECK2062']
yegD	2147674	['ECK2063']
yegI	2149039	['ECK2064']
yegJ	2151185	['ECK2065']
pphC	2151711	['ECK2066', 'yegK']
yegL	2152469	['ECK2067']
sibA	2153311	['ECK2068', 'QUAD1a', 'ryeC', 'tp11']
ibsA	2153349	['ECK4482']
sibB	2153646	['ECK2069', 'QUAD1b', 'ryeD', 'tpe60']
ibsB	2153681	['ECK4483']
mdtA	2154016	['ECK2070', 'yegM']
mdtB	2155263	['ECK2071', 'yegN']
mdtC	2158386	['ECK2072', 'yegO']
mdtD	2161464	['ECK2073', 'iceT', 'yegB']
baeS	2162876	['ECK2074']
baeR	2164276	['ECK2075']
yegP	2165189	['ECK2076']
trhP	2165668	['ECK2077', 'yegQ']
cyaR	2167114	['ECK2078', 'ryeE']
ogrK	2167302	['ECK2079']
yegZ	2167602	['ECK2080']
yegR	2167989	['ECK2081']
yegS	2168712	['ECK2082']
gatR	2169693	['b2087', 'b2090', 'ECK2083']
insE	2170236	['ECK0298']
insF	2170532	['ECK0299', 'tra5-4']
gatR	2171429	['b2087', 'b2090', 'ECK2083']
gatD	2171833	['ECK2084']
gatC	2172921	['ECK2085']
gatB	2174282	['ECK2086']
gatA	2174597	['ECK2087']
gatZ	2175059	['ECK2088']
gatY	2176350	['ECK2089', 'yegF']
fbaB	2177512	['dhnA', 'ECK2090']
yegT	2178821	['ECK2091']
yegU	2180095	['ECK2092']
yegV	2181096	['ECK2093']
yegW	2182035	['ECK2094']
yegX	2182833	['ECK2095']
thiD	2183716	['ECK2096', 'thiA', 'thiJ']
thiM	2184513	['ECK2097']
rcnR	2185524	['ECK2098', 'yohL']
rcnA	2185917	['ECK2099', 'yohM']
rcnB	2186960	['ECK2100', 'yohN']
yehA	2187380	['ECK2101']
yehB	2188430	['ECK2102']
yehC	2190926	['ECK2103']
yehD	2191680	['ECK2104']
yehE	2192515	['ECK2105']
mrp	2193059	['ECK2106']
metG	2194300	['ECK2107']
yehF	2196474	['dinO', 'ECK2108', 'molR_1', 'sosF']
yehH	2197410	['b2116', 'b2117', 'ECK2108', 'molR', 'yehG']
yehI	2200279	['ECK2109']
yehK	2203972	['ECK2110']
yehL	2204596	['ECK2111']
yehM	2205695	['ECK2112', 'yehN', 'yehO']
yehP	2207967	['ECK2113']
yehQ	2209100	['ECK2114']
yehR	2211225	['ECK2115']
yehS	2211726	['ECK2116']
btsR	2212243	['ECK2117', 'yehT']
btsS	2212959	['ECK2118', 'yehU']
mlrA	2214866	['ECK2119', 'yehV']
yohO	2215657	['ECK2120']
yehW	2215745	['ECK2121']
yehX	2216481	['ECK2122']
yehY	2217400	['ECK2123']
osmF	2218564	['ECK2124', 'yehZ']
bglX	2219692	['ECK2125', 'glh', 'yohA']
dld	2222185	['ECK2126', 'ldh']
pbpG	2223938	['ECK2127', 'yohB']
yohC	2225044	['ECK2128']
yohD	2225801	['ECK2129']
yohF	2226509	['ECK2130', 'yohE']
mdtQ	2227323	['b2138', 'ECK2131', 'ECK2132', 'yohG', 'yohH']
yohP	2228982	['ECK4494']
dusC	2229438	['ECK2133', 'yohI']
yohJ	2230624	['ECK2134']
yohK	2231019	['ECK2135']
cdd	2231844	['ECK2136']
sanA	2232878	['ECK2137', 'sfiXSt', 'yeiF']
yeiS	2233600	['ECK2138']
preT	2234033	['ECK2139', 'yeiT']
preA	2235265	['ECK2140', 'yeiA']
mglC	2236743	['ECK2141', 'mglP']
mglA	2237769	['ECK2142', 'mgl', 'mglP']
mglB	2239350	['ECK2143']
galS	2240628	['ECK2144', 'mglD']
yeiB	2241810	['ECK2145']
folE	2242984	['ECK2146']
yeiG	2243910	['ECK2147']
cirA	2244778	['cir', 'ECK2148', 'feuA']
lysP	2247063	['cadR', 'ECK2149']
yeiE	2248737	['ECK2150']
yeiH	2249717	['ECK2151']
nfo	2250840	['ECK2152']
yeiI	2251700	['ECK2153']
nupX	2252895	['ECK2154', 'yeiJ']
rihB	2254245	['ECK2155', 'yeiK']
yeiL	2255355	['ECK2156']
psuT	2256085	['ECK2157', 'pscT', 'yeiM']
psuG	2257429	['ECK2158', 'pscG', 'yeiN']
psuK	2258355	['ECK2159', 'pscK', 'yeiC']
fruA	2259719	['ECK2160', 'ptsF']
fruK	2261427	['ECK2161', 'fpk']
fruB	2262365	['ECK2162', 'fpr', 'fruF']
setB	2263863	['ECK2163', 'yeiO']
yeiW	2265041	['ECK2164']
yeiP	2265450	['ECK2165']
yeiQ	2266245	['ECK2166']
yeiR	2267829	['ECK2167']
lpxT	2268854	['ECK2168', 'yeiU']
mepS	2269979	['ECK2169', 'spr', 'yeiV']
pdeN	2270726	['ECK2170', 'rtn']
yejA	2272364	['ECK2171']
yejB	2274179	['ECK2172']
yejE	2275273	['ECK2173']
yejF	2276300	['ECK2174']
yejG	2277893	['ECK2175']
bcr	2278570	['bicA', 'bicR', 'ECK2176', 'sur', 'suxA']
rsuA	2279788	['ECK2177', 'yejD']
radD	2280632	['ECK2178', 'yejH', 'yejI', 'yejJ']
rplY	2282517	['ECK2179']
yejK	2282940	['ECK2180', 'ndpA']
yejL	2284129	['ECK2181']
lapC	2284376	['ECK2182', 'pbgA', 'yejM', 'yejN']
proL	2286211	['ECK2183', 'proW']
yejO	2286390	['ECK2184']
insH	2289065	['ECK0261', 'trs5-8', 'yi52_8']
yejO	2290114	['ECK2184']
narP	2290500	['ECK2185']
ccmH	2291358	['ECK2186', 'yejP']
ccmG	2292407	['dsbE', 'ECK2187', 'yejQ']
ccmF	2292961	['ECK2188', 'yejR']
ccmE	2294901	['ECK2189', 'yejS']
ccmD	2295377	['ECK2190', 'yojM']
ccmC	2295583	['ECK2191', 'yejT', 'yejU']
ccmB	2296362	['ECK2192', 'yejV']
ccmA	2297021	['ECK2193', 'yejW']
napC	2297657	['ECK2194', 'yejX']
napB	2298269	['ECK2195', 'yejY']
napH	2298715	['ECK2196', 'yejZ']
napG	2299565	['ECK2197', 'yojA', 'yojB']
napA	2300267	['ECK2198', 'yojC', 'yojD', 'yojE']
napD	2302750	['ECK2199', 'yojF']
napF	2303003	['ECK2200', 'yojG']
yojO	2303606	['ECK4413']
eco	2303905	['ECK2201', 'eti']
mqo	2305108	['ECK2202', 'yojH']
yojI	2306972	['ECK2203', 'yojJ']
alkB	2308691	['aidD', 'ECK2204']
ada	2309341	['ECK2205']
ftp	2310479	['apbE', 'ECK2206', 'yojK', 'yojL']
ompC	2311646	['ECK2207', 'meoA', 'par']
micF	2313084	['ECK2208', 'stc']
rcsD	2313488	['ECK2209', 'yojN', 'yojP', 'yojQ']
rcsB	2316177	['ECK2210']
rcsC	2317027	['ECK2211']
atoS	2320043	['ECK2212']
atoC	2321866	['ECK2213']
atoD	2323447	['ECK2214']
atoA	2324109	['ECK2215']
atoE	2324756	['ECK2216']
atoB	2326109	['ECK2217']
yfaP	2327367	['ECK2218']
yfaQ	2328148	['ECK2219']
yfaS	2329798	['b2227', 'b2228', 'ECK2220', 'yfaR']
yfaT	2334336	['ECK2221']
yfaA	2334956	['ECK2222', 'pufY']
gyrA	2336793	['ECK2223', 'hisW', 'nalA', 'nfxA', 'norA', 'parD']
ubiG	2339567	['ECK2224', 'pufX', 'yfaB']
yfaL	2340417	['ECK2225', 'yfaF', 'yfaJ', 'yfaK']
ypaB	2344594	['ECK4414']
nrdA	2344865	['dnaF', 'ECK2226']
yoaM	2347350	['ECK4636']
nrdB	2347384	['ECK2227', 'ftsB']
yfaE	2348514	['ECK2228']
inaA	2348822	['ECK2229', 'yfaG']
yfaH	2349687	['ECK2230']
glpQ	2349935	['ECK2231']
glpT	2351016	['ECK2232']
glpA	2352647	['ECK2233']
glpB	2354265	['ECK2234', 'psi-51']
glpC	2355521	['ECK2235']
rpnE	2356904	['ECK2236', 'yfaD']
ypaA	2357816	['ECK2237']
yfaU	2358042	['ECK2238']
yfaV	2358863	['ECK2239']
rhmD	2360209	['ECK2240', 'yfaW']
yfaX	2361429	['ECK2241']
yfaY	2362431	['ECK2242']
yfaZ	2363733	['ECK2243']
nudI	2364554	['ECK2244', 'yfaO']
ais	2365018	['ECK2245', 'pagH', 'pmrG']
arnB	2365910	['ECK2246', 'pmrH', 'yfbE']
arnC	2367071	['ECK2247', 'pmrF', 'yfbF']
arnA	2368039	['ECK2248', 'pmrI', 'SAF', 'yfbG']
arnD	2370018	['ECK2249', 'pmrJ', 'yfbH']
arnT	2370908	['ECK2250', 'pmrK', 'yfbI']
arnE	2372557	['ECK2251', 'yfbW']
arnF	2372892	['ECK2252', 'yfbJ']
pmrD	2373272	['ECK2253']
menE	2373648	['ECK2254']
menC	2375000	['ECK2255']
menB	2375962	['ECK2256']
menH	2376834	['ECK2257', 'yfbB']
menD	2377589	['ECK2258']
menF	2379348	['ECK2259', 'yfbA']
elaB	2380722	['ECK2260', 'yfbD']
elaA	2381082	['ECK2261', 'yfbC']
rbn	2381608	['ECK2262', 'ecoZ', 'elaC', 'rnz', 'zipD']
elaD	2382713	['ECK2263']
yfbK	2383995	['ECK2264']
yfbL	2385860	['ECK2265']
yfbM	2386934	['ECK2266']
yfbN	2387710	['ECK2267']
yfbO	2388635	['ECK2268']
yfbP	2389116	['ECK2269']
nuoN	2390048	['ECK2270']
nuoM	2391512	['ECK2271', 'nuoA']
nuoL	2393205	['ECK2272']
nuoK	2395043	['ECK2273']
nuoJ	2395342	['ECK2274']
nuoI	2395908	['ECK2275']
nuoH	2396465	['ECK2276']
nuoG	2397439	['ECK2277']
nuoF	2400218	['ECK2278']
nuoE	2401552	['ECK2279']
nuoC	2402055	['ECK2280', 'nuoD']
nuoB	2403951	['ECK2281']
nuoA	2404629	['ECK2282']
lrhA	2405703	['ECK2283', 'genR']
alaA	2407561	['ECK2284', 'yfbQ']
yfbR	2408862	['ECK2285']
yfbS	2409520	['ECK2286']
hxpA	2411439	['ECK2287', 'yfbT']
yfbU	2412100	['ECK2288']
yfbV	2412677	['ECK2289']
ackA	2413470	['ECK2290']
pta	2414747	['ECK2291']
yfcC	2417081	['ECK2292']
yfcD	2418634	['ECK2293']
yfcE	2419234	['ECK2294']
yfcF	2419841	['ECK2295']
yfcG	2420621	['ECK2296']
folX	2421325	['ECK2297']
yfcH	2421708	['ECK2298']
rpnB	2422649	['ECK2299', 'yfcI']
hisP	2423736	['ECK2300']
hisM	2424517	['ECK2301']
hisQ	2425230	['ECK2302']
hisJ	2426006	['ECK2303']
argT	2427009	['ECK2304']
ubiX	2428057	['dedF', 'ECK2305']
purF	2428721	['ade', 'ECK2306', 'purC']
cvpA	2430275	['dedE', 'ECK2307']
dedD	2431022	['ECK2308']
folC	2431674	['dedC', 'ECK2309']
accD	2433012	['dedB', 'ECK2310', 'usg']
dedA	2434082	['ECK2311']
truA	2434824	['asuC', 'ECK2312', 'hisT', 'leuK']
usg	2435636	['ECK2313', 'usg-1']
pdxB	2436715	['ECK2314', 'usg-2']
flk	2437950	['div', 'ECK2315']
yfcJ	2438942	['ECK2316']
fabB	2440385	['ECK2317', 'fabC']
mnmC	2441764	['ECK2318', 'trmC', 'yfcK']
yfcL	2443891	['ECK2319']
epmC	2444203	['ECK2320', 'yfcM']
yfcA	2444751	['ECK2321']
mepA	2445560	['ECK2322']
aroC	2446388	['ECK2323']
prmB	2447508	['ECK2324', 'yfcB']
smrB	2448606	['ECK2325', 'yfcN']
yfcO	2449228	['ECK2326']
yfcP	2450051	['ECK2327']
yfcQ	2450587	['ECK2328']
yfcR	2451072	['ECK2329']
yfcS	2451584	['ECK2330']
yfcU	2452356	['b2337', 'b2338', 'ECK2331', 'ECK2332', 'yfcT']
yfcV	2455083	['ECK2333']
sixA	2456327	['ECK2334', 'yfcW']
fadJ	2457015	['ECK2335', 'yfcX']
fadI	2459159	['ECK2336', 'yfcY']
yfcZ	2460650	['ECK2337']
fadL	2461306	['ECK2338', 'ttr']
yfdF	2463012	['ECK2339']
mlaA	2464252	['ECK2340', 'vacJ']
yfdC	2465301	['ECK2341']
argW	2466309	['ECK2342']
intS	2466545	['ECK2343', 'intC', 'yfdB']
yfdG	2467855	['ECK2344', 'gtrA']
yfdH	2468214	['ECK2345', 'gtrB']
yfdI	2469131	['ECK2346', 'gtrIV', 'gtrS']
yodE	2470497	['ECK4637']
tfaS	2470803	['ECK2347', 'yfdJ']
yfdK	2471077	['ECK2348']
yfdL	2471544	['ECK2349']
yfdM	2472112	['ECK2350', 'yzyB']
yfdN	2472387	['ECK2351', 'yzyA']
yfdO	2472878	['ECK2352', 'oweS']
yfdP	2473604	['ECK2353']
yfdQ	2474032	['ECK2354']
yfdR	2474984	['ECK2355']
yfdS	2475511	['ECK2356']
yfdT	2475873	['ECK2357']
ypdJ	2476094	['ECK2358']
torI	2476310	['ECK2359']
pawZ	2476584	['ECK4464']
dsdC	2476694	['ECK2360']
dsdX	2477847	['dsdC', 'ECK2361', 'yfdA', 'yfdD']
dsdA	2479202	['ECK2362']
emrY	2480638	['ECK2363']
emrK	2482176	['ECK2364']
evgL	2483729	['ECK4638']
evgA	2483755	['ECK2365']
evgS	2484374	['ECK2366']
yfdE	2488023	['ECK2367']
yfdV	2489242	['ECK2368']
oxc	2490256	['ECK2369', 'yfdU']
frc	2492004	['ECK2370', 'yfdW']
yfdX	2493767	['ECK2371']
ypdI	2494698	['ECK2372']
yfdY	2495050	['ECK2373']
lpxP	2495645	['ddg', 'ECK2374']
ypdK	2496921	['ECK4495']
alaC	2497057	['ECK2375', 'yfdZ']
pyrS	2498671	['ECK2376', 'ypdA']
pyrR	2500383	['ECK2377', 'ypdB']
ypdC	2501130	['ECK2378']
fryA	2501990	['ECK2379', 'ypdD']
ypdE	2504510	['ECK2380']
ypdF	2505547	['ECK2381']
fryC	2506647	['ECK2382', 'ypdG']
fryB	2507916	['ECK2383', 'ypdH']
glk	2508461	['ECK2384']
yfeO	2509630	['ECK2385']
ypeC	2511001	['ECK2386']
mntH	2511468	['ECK2387', 'mntA', 'yfeP']
ypeD	2512687	['ECK4676']
nupC	2513042	['cru', 'ECK2388']
insL	2514331	['ECK0016', 'yi81-3']
pdeA	2515643	['ECK2389', 'yfeA']
alaX	2518041	['alaWbeta', 'ECK2390']
alaW	2518156	['alaWalpha', 'ECK2391']
yfeC	2518467	['ECK2392']
yfeD	2518813	['ECK2393']
gltX	2519257	['ECK2394', 'gltM', 'gluRS']
valU	2520931	['ECK2395', 'valUalpha']
valX	2521051	['ECK2396', 'valU-beta', 'valUbeta']
valY	2521173	['ECK2397', 'valUgamma']
lysV	2521253	['ECK2398', 'supN']
xapR	2521593	['ECK2399', 'pndR', 'pRndR', 'yfeB']
xapB	2522729	['ECK2400']
xapA	2524045	['ECK2401', 'pndA']
yfeN	2525127	['ECK2402']
yfeR	2525930	['ECK2403']
yfeH	2526946	['ECK2404']
ypeB	2527941	['ECK2405']
ligA	2528161	['dnaL', 'ECK2406', 'lig', 'lop', 'pdeC']
zipA	2530247	['ECK2407']
cysZ	2531463	['ECK2408']
cysK	2532409	['ECK2409', 'ssi5']
ptsH	2533764	['ctr', 'ECK2410', 'hpr']
ptsI	2534066	['ctr', 'ECK2411']
crr	2535834	['ECK2412', 'gsr', 'iex', 'tgs', 'treD']
pdxK	2536386	['ECK2413', 'pdxL', 'yfeI']
yfeK	2537342	['ECK2414']
yfeS	2537749	['ECK2415']
cysM	2538672	['ECK2416']
cysA	2539717	['ECK2417']
cysW	2540804	['ECK2418']
cysU	2541679	['cysT', 'ECK2419']
cysP	2542512	['ECK2420']
ucpA	2543832	['ECK2421', 'yfeF']
murR	2544752	['ECK2422', 'yfeT']
murQ	2545773	['ECK2423', 'yfeU']
murP	2546673	['ECK2424', 'yfeV']
yfeW	2548102	['ECK2425']
yfeX	2549646	['ECK2426']
yfeY	2550641	['ECK2427']
yfeZ	2551277	['ECK2428']
ypeA	2551713	['ECK2429']
amiA	2552352	['ECK2430', 'yfeE']
hemF	2553225	['ECK2431', 'popB', 'sec']
eutR	2554130	['ECK2432', 'yfeG']
eutK	2555228	['ECK2433', 'yffI']
eutL	2555741	['ECK2434', 'yffJ']
eutC	2556410	['ECK2435']
eutB	2557318	['ECK2436']
intZ	2558858	['ECK2437']
yffL	2560257	['ECK2438']
yffM	2561368	['ECK2439']
yffN	2561625	['ECK2440']
yffO	2562111	['ECK2441']
yffP	2562524	['ECK2442']
yffQ	2563592	['ECK2443']
yffR	2563980	['ECK2444']
yffS	2564523	['ECK2445']
eutA	2565481	['ECK2446', 'yffT']
eutH	2566881	['ECK2447', 'yffU']
eutG	2568324	['ECK2448', 'yffV']
eutJ	2569501	['ECK2449', 'yffW']
eutE	2570348	['ECK2450', 'yffX']
eutN	2571763	['cchB', 'ECK2451', 'yffY']
eutM	2572157	['cchA', 'ECK2452', 'yffZ']
eutD	2572489	['ECK2453', 'eutI', 'ypfA']
eutT	2573502	['ECK2454', 'ypfB']
eutQ	2574302	['ECK2455', 'ypfC']
eutP	2574978	['ECK2456', 'ypfD']
eutS	2575470	['ECK2457', 'ypfE']
maeB	2576098	['ECK2458', 'ypfF']
talA	2578666	['ECK2459']
tktB	2579636	['ECK2460']
ypfG	2581734	['ECK2461']
nudK	2582903	['ECK2462', 'yffH']
aegA	2583546	['ECK2463', 'yffG']
narQ	2585731	['ECK2464']
acrD	2587595	['ECK2465', 'yffA']
ypfM	2590807	['ECK4415']
yffB	2591247	['ECK2466']
dapE	2591607	['ECK2467', 'msgB']
ypfN	2592762	['ECK2468']
ypfH	2593072	['ECK2469']
tmcA	2593844	['ECK2470', 'ypfI']
ypfJ	2595874	['ECK2471']
purC	2596905	['ade', 'ade(g)', 'ECK2472']
bamC	2597831	['dapX', 'ECK2473', 'nlpB']
dapA	2598882	['ECK2474']
gcvR	2599906	['ECK2475', 'yffD']
bcp	2600478	['ECK2476']
hyfA	2601201	['ECK2477', 'yffE']
hyfB	2601818	['ECK2478', 'yffF']
hyfC	2603847	['ECK2479']
hyfD	2604811	['ECK2480']
hyfE	2606262	['ECK2481']
hyfF	2606917	['ECK2482']
hyfG	2608487	['ECK2483']
hyfH	2610164	['ECK2484']
hyfI	2610706	['ECK2485']
hyfJ	2611457	['ECK2486']
hyfR	2611900	['ECK2487']
focB	2613934	['ECK2488']
yfgO	2614820	['ECK2489', 'perM']
bepA	2616094	['ECK2490', 'yfgC']
yfgD	2617578	['ECK2491']
hda	2618075	['ECK2492', 'idaB', 'yfgE']
uraA	2618871	['ECK2493']
upp	2620246	['ECK2494', 'uraP']
purM	2621197	['ECK2495', 'purG', 'purI']
purN	2622234	['ade', 'ade(c)', 'ECK2496']
ppk	2623044	['ECK2497']
ppx	2625115	['ECK2498']
pdeF	2626695	['ECK2499', 'yfgF']
yfgG	2629290	['ECK2500']
yfgH	2629792	['ECK2501']
yfgI	2630326	['ECK2502']
guaA	2630958	['ECK2503']
guaB	2632604	['ECK2504', 'guaR']
xseA	2634232	['ECK2505', 'xse']
yfgJ	2635599	['ECK2506']
der	2635884	['ECK2507', 'engA', 'yfgK']
bamB	2637474	['ECK2508', 'yfgL']
yfgM	2638663	['ECK2509']
hisS	2639301	['ECK2510']
sroE	2640595	['ECK4618', 'k20']
ispG	2640686	['ECK2511', 'gcpE']
rodZ	2641831	['ECK2512', 'yfgA']
rlmN	2643129	['ECK2513', 'yfgB']
ndk	2644433	['ECK2514']
pbpC	2645013	['ECK2515', 'yfgN']
yfhM	2647326	['ECK2516']
sseA	2652494	['ECK2517', 'mstA']
timR	2653356	['ECK4668']
